Title,URL,Author,Average_rating,Rating,Reviews,Pages,Year,Series,Setting,Awards,Genres,Awards_no
"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://www.goodreads.com//book/show/561456.The_Titan_s_Curse,Rick Riordan,4.34,739197.0,22813.0,320.0,2007.0,1,['United States of America'],['Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)'],"['Fantasy', ' Young Adult', ' Fantasy']",1.0
Suite Française,https://www.goodreads.com//book/show/43944.Suite_Fran_aise,Irène Némirovsky,3.82,68959.0,6550.0,431.0,2007.0,0,,"['Magnesia Litera for Translation (Litera za překladovou knihu) (2012), Prix Renaudot (2004), PEN Translation Prize for Sandra Smith (2007), French-American Foundation Translation Prize for Fiction (2006), Jewish Quarterly-Wingate Prize Nominee (2007)']","['Fiction', ' Historical', ' Cultural']",5.0
The Boy in the Striped Pajamas,https://www.goodreads.com//book/show/39999.The_Boy_in_the_Striped_Pajamas,John Boyne,4.15,566461.0,28219.0,240.0,2006.0,0,"['Germany', ' 1943       Poland', ' 1943      ']","[""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2009), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2008), Bord Gáis Energy Irish Book Award for John Murray Show Listeners' Choice Award (2007), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009), Premi Protagonista Jove for Categoria 15-16 anys (2008)""]","['Historical', ' Fiction', ' Young Adult']",5.0
A Short History of Nearly Everything,https://www.goodreads.com//book/show/21.A_Short_History_of_Nearly_Everything,Bill Bryson,4.19,319370.0,12951.0,544.0,2004.0,0,,"['Samuel Johnson Prize for Non-Fiction Nominee (2004), EU Descartes Prize for science communication (2005), J. A. Hollon palkinto (2006)']","['Nonfiction', ' Science', ' History']",3.0
"The Penultimate Peril (A Series of Unfortunate Events, #12)",https://www.goodreads.com//book/show/65110.The_Penultimate_Peril,Lemony Snicket,4.05,92251.0,2460.0,353.0,2005.0,1,,[],"['Fiction', ' Young Adult', ' Childrens']",
Plain Truth,https://www.goodreads.com//book/show/14864.Plain_Truth,Jodi Picoult,3.97,167366.0,7287.0,405.0,2004.0,0,"['Paradise', ' Pennsylvania  United States', ' ']",['Mary Higgins Clark Award Nominee (2001)'],"['Fiction', ' Mystery', ' Contemporary']",1.0
Gilead,https://www.goodreads.com//book/show/68210.Gilead,Marilynne Robinson,3.85,88170.0,11213.0,247.0,2006.0,1,"['Gilead', ' Iowa  United States', ' ']","['Pulitzer Prize for Fiction (2005), Orange Prize Nominee for Fiction Longlist (2006), PEN/Faulkner Award for Fiction Nominee (2005), Ambassador Book Award for Fiction (2005), Los Angeles Times Book Prize Nominee for Fiction (2004)\n...more\nChicago Tribune Heartland Prize for Fiction (2005), Rodda Book Award (2006), National Book Critics Circle Award for Fiction (2004), Frederic G. Melcher Book Award (2004), Society of Midland Authors Award for Adult Fiction (2005)']","['Fiction', ' Historical', ' Religion']",10.0
"Graceling (Graceling Realm, #1)",https://www.goodreads.com//book/show/3236307-graceling,Kristin Cashore,4.07,405296.0,23002.0,471.0,2008.0,1,,"[""Locus Award Nominee for Best First Novel (2009), Mythopoeic Fantasy Award for Children's Literature (2009), William C. Morris YA Debut Award Nominee (2009), Rhode Island Teen Book Award (2011), Milwaukee County Teen Book Award Nominee (2010)\n...more\nSakura Medal Nominee for High School Book (2010), Florida Teens Read Nominee (2010), Amelia Elizabeth Walden Award Nominee (2009), Iowa High School Book Award Nominee (2011), California Young Readers Medal for Young Adult (2012), Lincoln Award Nominee (2011), Andre Norton Award Nominee (2008), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2008), Green Mountain Book Award (2011), Missouri Gateway Readers Award Nominee (2011), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)""]","['Fantasy', ' Young Adult', ' Romance']",16.0
The Book of Lost Things,https://www.goodreads.com//book/show/69136.The_Book_of_Lost_Things,John Connolly,3.93,76093.0,8024.0,339.0,2006.0,0,['United Kingdom'],"[""Grand Prix de l'Imaginaire for roman pour la jeunesse (2010), ALA Alex Award (2007)""]","['Fantasy', ' Fiction', ' Young Adult']",2.0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://www.goodreads.com//book/show/28881.Lamb,Christopher Moore,4.22,158807.0,12023.0,444.0,2004.0,0,['Israel'],[],"['Fiction', ' Humor', ' Historical']",
On Writing: A Memoir of the Craft,https://www.goodreads.com//book/show/10569.On_Writing,Stephen King,4.32,235204.0,18540.0,320.0,2002.0,0,,"['Bram Stoker Award for Best Non-Fiction (2000), Locus Award for Best Non-Fiction (2001), Puddly Award for Writing (2001)']","['Nonfiction', ' Language', ' Autobiography']",3.0
We Need to Talk About Kevin,https://www.goodreads.com//book/show/80660.We_Need_to_Talk_About_Kevin,Lionel Shriver,4.05,176269.0,14224.0,400.0,2006.0,0,,['Orange Prize for Fiction (2005)'],"['Fiction', ' Contemporary', ' Thriller']",1.0
"Frostbite (Vampire Academy, #2)",https://www.goodreads.com//book/show/2282133.Frostbite,Richelle Mead,4.26,323968.0,11586.0,327.0,2008.0,1,"['Spokane', ' Washington  United States', '    Montana  United States', '    Idaho  United States', ' ']",[],"['Young Adult', ' Paranormal', ' Fantasy']",
The Secret Magdalene,https://www.goodreads.com//book/show/514811.The_Secret_Magdalene,Ki Longfellow,4.09,4486.0,479.0,448.0,2007.0,0,,[],"['Historical', ' Fiction', ' Religion']",
"A Feast for Crows (A Song of Ice and Fire, #4)",https://www.goodreads.com//book/show/13497.A_Feast_for_Crows,George R.R. Martin,4.14,647877.0,22077.0,1061.0,2011.0,1,,"['Hugo Award Nominee for Best Novel (2006), Locus Award Nominee for Best Fantasy Novel (2006)']","['Fantasy', ' Fiction', ' Fantasy']",2.0
Mystic River,https://www.goodreads.com//book/show/21671.Mystic_River,Dennis Lehane,4.15,135449.0,3879.0,416.0,2001.0,0,"['Boston', ' Massachusetts  United States', ' ']","['Barry Award for Best Novel (2002), Macavity Award Nominee for Best Mystery Novel (2002), Anthony Award for Best Novel (2002), Hammett Prize Nominee (2001), Dilys Award (2002)\n...more\nMassachusetts Book Award for Fiction (2002), Deutscher Krimi Preis for 3. Platz International (2003), Prix des libraires du Québec for Lauréats hors Québec (2003)']","['Mystery', ' Fiction', ' Thriller']",8.0
"Shadow Kiss (Vampire Academy, #3)",https://www.goodreads.com//book/show/2802316-shadow-kiss,Richelle Mead,4.33,338707.0,11505.0,443.0,2008.0,1,"['Montana  United States', ' ']",['Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)'],"['Young Adult', ' Paranormal', ' Fantasy']",1.0
Marley and Me: Life and Love With the World's Worst Dog,https://www.goodreads.com//book/show/12691.Marley_and_Me,John Grogan,4.13,451346.0,14279.0,291.0,2005.0,0,['United States of America'],['Puddly Award for Nonfiction (2007)'],"['Nonfiction', ' Animals', ' Autobiography']",1.0
"The Lost Symbol (Robert Langdon, #3)",https://www.goodreads.com//book/show/6411961-the-lost-symbol,Dan Brown,3.72,541005.0,27573.0,509.0,2009.0,1,"['Washington', ' D.C.  United States', ' ']","['Goodreads Choice Award Nominee for Favorite Book, Fiction & Mystery/Thriller (2009), LovelyBooks Leserpreis Nominee for Krimi (2009)']","['Fiction', ' Mystery', ' Thriller']",3.0
The Invention of Hugo Cabret,https://www.goodreads.com//book/show/9673436-the-invention-of-hugo-cabret,Brian Selznick,4.2,170825.0,15076.0,533.0,2007.0,0,"['Paris', ' 1931  France', ' ']","[""Caldecott Medal (2008), Book Sense Book of the Year Award for Children's Literature (2008), Flicker Tale Children's Book Award (2009), Dorothy Canfield Fisher Children's Book Award Nominee (2009), Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2009)\n...more\nIowa Children's Choice Award (2010), Boston Author's Club Young Reader Award (2008), NAIBA Book of the Year for Children's Literature (2007), National Book Award Finalist for Young People's Literature (2007), Rebecca Caudill Young Readers' Book Award Nominee (2009), لاک\u200cپشت پرنده for نشان طلایی (2012)""]","['Historical', ' Fiction', ' Young Adult']",11.0
"Artemis Fowl (Artemis Fowl, #1)",https://www.goodreads.com//book/show/249747.Artemis_Fowl,Eoin Colfer,3.85,516820.0,12212.0,396.0,2003.0,1,"['Dublin  Ireland', '    Ho Chi Minh City  Viet Nam', '    Haven City Underground - Earth', '   …more Martina Franca  Italy', '    Southeast Coast of Ireland location undisclosed', '   Ireland', '    …less']","[""Garden State Book Award for Fiction (Grades 6-8) (2004), Massachusetts Children's Book Award (2003), Blue Hen Book Award for Chapter Book (2003), Rhode Island Teen Book Award Nominee (2002), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2004)""]","['Fantasy', ' Young Adult', ' Fiction']",5.0
Prodigal Summer,https://www.goodreads.com//book/show/14249.Prodigal_Summer,Barbara Kingsolver,4.0,101543.0,6358.0,444.0,2001.0,0,"['Egg Fork', ' Zebulon County', ' Kentucky  United States', '    Kentucky  United States', '    Appalachia  United States', ' ']",[],"['Fiction', ' Contemporary', ' Environment']",
The Elegance of the Hedgehog,https://www.goodreads.com//book/show/2967752-the-elegance-of-the-hedgehog,Muriel Barbery,3.78,157048.0,18435.0,325.0,2008.0,0,['France'],"['BTBA Best Translated Book Award Nominee for Fiction Longlist (2009), Prix des Libraires (2007), Brive-La-Gaillarde Readers Prize (2007), French-American Foundation Translation Prize Nominee for Fiction (2008), Prix Georges Brassens (2006)\n...more\nInternational Dublin Literary Award Nominee for Shortlist (2010)']","['Fiction', ' Cultural', ' Contemporary']",6.0
The Tales of Beedle the Bard,https://www.goodreads.com//book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,4.05,429655.0,15915.0,109.0,2008.0,1,['United Kingdom'],['Locus Award Nominee for Art Book (2019)'],"['Fantasy', ' Fiction', ' Young Adult']",1.0
"The Eyre Affair (Thursday Next, #1)",https://www.goodreads.com//book/show/27003.The_Eyre_Affair,Jasper Fforde,3.87,127772.0,10412.0,374.0,2003.0,1,"['England', ' 1985       Wales', ' 1985       Swindon', ' England  United Kingdom', ' ']","['Locus Award Nominee for Best Science Fiction Novel (2002), IAFA William L. Crawford Fantasy Award (2002), Dilys Award Nominee (2003), ALA Alex Award (2003), Lincoln Award Nominee (2006)']","['Fantasy', ' Fiction', ' Mystery']",5.0
"Blood Promise (Vampire Academy, #4)",https://www.goodreads.com//book/show/5996153-blood-promise,Richelle Mead,4.3,289209.0,9956.0,503.0,2009.0,1,"['Montana  United States', '    Baia Russia', ' ']","[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)""]","['Young Adult', ' Paranormal', ' Fantasy']",2.0
Reading Lolita in Tehran: A Memoir in Books,https://www.goodreads.com//book/show/7603.Reading_Lolita_in_Tehran,Azar Nafisi,3.62,124728.0,7809.0,356.0,2003.0,0,"['Iran', ' Islamic Republic of  Tehran  Iran', ' ']","['Book Sense Book of the Year Award for Adult Nonfiction (2004), Prix du Meilleur Livre Étranger for Essai (2004)']","['Nonfiction', ' Autobiography', ' Biography']",2.0
The Tale of Despereaux,https://www.goodreads.com//book/show/37190.The_Tale_of_Despereaux,Kate DiCamillo,4.04,170876.0,10333.0,267.0,2008.0,0,,"[""Newbery Medal (2004), Mythopoeic Fantasy Award Nominee for Children's Literature (2004), Kentucky Bluegrass Award for 3-5 (2005), Garden State Book Award (2006), Land of Enchantment Book Award for Young Adult (2006)\n...more\nMassachusetts Children's Book Award (2007), Blue Hen Book Award for Chapter Book (2005), Maine Student Book Award (2005), Mitten Award Nominee for Honor Book (2003), Dorothy Canfield Fisher Children's Book Award (2005), Golden Archer Award for Intermediate (2005), Indian Paintbrush Book Award (2005), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2006), Charlie May Simon Children's Book Award (2006), Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2005), New Mexico Land of Enchantment Award for Young Adult (2006), Oklahoma Sequoyah Award for Children's (2006), Rebecca Caudill Young Readers' Book Award Nominee (2006)""]","['Fantasy', ' Fiction', ' Childrens']",18.0
Still Alice,https://www.goodreads.com//book/show/2153405.Still_Alice,Lisa Genova,4.31,305496.0,27924.0,292.0,2007.0,0,"['Boston', ' Massachusetts  United States', '    Stanford University  United States', '    Los Angeles', ' California  United States', '    …more Chatham', ' Massachusetts  United States', '    …less']",['Next Generation Indie Book Awards Nominee for General Fiction/Novel (2008)'],"['Fiction', ' Contemporary', ' Psychology']",1.0
"Confessions of a Shopaholic (Shopaholic, #1)",https://www.goodreads.com//book/show/9416.Confessions_of_a_Shopaholic,Sophie Kinsella,3.66,664256.0,12591.0,368.0,2003.0,1,"['Oxshott', ' Surrey', ' England  United Kingdom', '    London', ' England', ' 1999  United Kingdom', ' ']",[],"['Womens Fiction', ' Fiction', ' Romance']",
The Known World,https://www.goodreads.com//book/show/67.The_Known_World,Edward P. Jones,3.8,38630.0,3294.0,388.0,2006.0,0,['United States of America'],"['Pulitzer Prize for Fiction (2004), Anisfield-Wolf Book Award (2004), National Book Critics Circle Award for Fiction (2003), Hurston/Wright Legacy Award Nominee for Debut Fiction (2004), National Book Award Finalist for Fiction (2003)\n...more\nInternational Dublin Literary Award (2005)']","['Historical', ' Fiction', ' Cultural']",6.0
The Yiddish Policemen's Union,https://www.goodreads.com//book/show/16703.The_Yiddish_Policemen_s_Union,Michael Chabon,3.71,72867.0,7044.0,414.0,2007.0,0,"['Sitka', ' Alaska  United States', ' ']","['Hugo Award for Best Novel (2008), Nebula Award for Best Novel (2007), Locus Award for Best Science Fiction Novel (2008), Hammett Prize Nominee (2007), California Book Award for Fiction (Gold) (2007)\n...more\nJohn W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2008), Edgar Award Nominee for Best Novel (2008), Sidewise Award for Long Form (2007), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2010)']","['Fiction', ' Mystery', ' Science Fiction']",9.0
People of the Book,https://www.goodreads.com//book/show/1379961.People_of_the_Book,Geraldine Brooks,4.01,128776.0,11657.0,372.0,2008.0,0,"['Sarajevo', ' 1996  Bosnia and Herzegovina', '    Sarajevo', ' 1940  Bosnia and Herzegovina', '    Bosnia and Herzegovina']","[""National Jewish Book Award Nominee (2008), Massachusetts Book Award for Fiction (2009), Prime Minister's Literary Awards Nominee for Fiction (2009), Barbara Jefferis Award Nominee (2009), Australian Book Industry Award (ABIA) for Literary Fiction and for Book of the Year (2008)\n...more\nMary Shelley Award for Outstanding Fictional Work (2009), International Dublin Literary Award Nominee (2010)""]","['Historical', ' Fiction', ' Historical']",7.0
The Absolutely True Diary of a Part-Time Indian,https://www.goodreads.com//book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,Sherman Alexie,4.09,235478.0,24229.0,230.0,2007.0,0,"['United States of America  Washington state', '   United States', ' ']","[""National Book Award for Young People's Literature (2007), Odyssey Award (2009), American Indian Library Association Award, South Carolina Book Award Nominee for Young Adult Book Award (2010), Rhode Island Teen Book Award Nominee (2009)\n...more\nMichigan Library Association Thumbs Up! Award Nominee (2008), Florida Teens Read Nominee (2009), American Indian Youth Literature Award for Best Young Adult Book (Award Retroactively Rescinded in 2018) (2008), Boston Globe-Horn Book Award for Fiction (2008), The Inky Awards Nominee for Silver Inky (2009), California Young Readers Medal for Young Adult (2010), Lincoln Award Nominee (2011), James Cook Book Award Nominee (2009), The Inky Awards Shortlist for Silver Inky (2009)""]","['Young Adult', ' Fiction', ' Contemporary']",14.0
Nickel and Dimed: On (Not) Getting by in America,https://www.goodreads.com//book/show/1869.Nickel_and_Dimed,Barbara Ehrenreich,3.63,182700.0,6565.0,240.0,2002.0,0,,"['Los Angeles Times Book Prize for Current Interest (2001), ALA Alex Award (2002)']","['Nonfiction', ' Sociology', ' Politics']",2.0
Little Bee,https://www.goodreads.com//book/show/6948436-little-bee,Chris Cleave,3.71,228893.0,21408.0,275.0,2010.0,0,"['Kingston-upon-Thames', ' London', ' England  United Kingdom', ' ']","['Costa Book Award Nominee for Novel (2008), Goodreads Choice Award Nominee for Fiction (2009)']","['Fiction', ' Cultural', ' Historical']",2.0
The White Tiger,https://www.goodreads.com//book/show/1768603.The_White_Tiger,Aravind Adiga,3.75,168216.0,11024.0,276.0,2008.0,0,"['Laxmangarh  India', '    Bihar  India', '    New Delhi  India', ' ']","['Booker Prize (2008), John Llewellyn Rhys Prize Nominee (2008), PEN/Robert W. Bingham Prize Nominee (2009), Galaxy British Book Awards for Author of the Year (0), Shakti Bhatt First Book Prize Nominee (2008)']","['Fiction', ' Cultural', ' Contemporary']",5.0
A Million Little Pieces,https://www.goodreads.com//book/show/1241.A_Million_Little_Pieces,James Frey,3.65,231568.0,11819.0,515.0,2005.0,0,,[],"['Fiction', ' Contemporary', ' Psychology']",
"The Maze Runner (The Maze Runner, #1)",https://www.goodreads.com//book/show/6186357-the-maze-runner,James Dashner,4.03,1136659.0,56911.0,384.0,2009.0,1,,"[""Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)\n...more\nEvergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)""]","['Young Adult', ' Science Fiction', ' Science Fiction']",9.0
